devicenum,stadatastreamid,dssensorid,dsobspropertyid,dsname,dsdesc,dsmunit,dsmsymbol,dsmdefinition,dsobstype,sensortype,sensorname,deploybatch,deploydate,organization,site,address,locationid,stathingid,thname,thdesc,thnetid,thdeploytime,jwt_id,jwt_key,QAQC_dsname,QAQC_stadatastreamid,QAQCfunction,AQI_dsobspropertyid,AQI_dsname,AQI_dsdesc,AQI_dsmunit,AQI_dsmsymbol,AQI_dsmdefinition,AQI_dsobstype,AQI_stadatastreamid
2,'31dcde3e-7e1c-11e8-bc7c-a77d1932c1ee',552682f6-6845-11e8-bc31-0f7f6950ff18,34892f54-6844-11e8-bc2f-0b939e986178,Small Thing 1 (Ozone),Un-calibrated Datastream for Small Thing 1 (Ozone),Parts per million,ppm,http://unitsofmeasure.org/ucum.html#section-Derived-Unit-Atoms,http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,mq131,ozone,2,6/8/2018,CGI,LDEQ,"700 Cajundome Blvd, Lafayette, LA 70506",19b03cc8-6848-11e8-b990-83288b7eb672,'f7a02ed8-7e1b-11e8-bc70-67323c4d9d22',Small Thing 2,"""Small Thing 2""",LEaRN AQ,2018-06-08T12:00:00-0500,xxx,zzz,Small Thing 1 (Ozone) QAQC,,,cb449100-9a66-11e8-9f2e-f3966ddffbdb,Small Thing 1 (Ozone) AQI,This is a datastream measuring AQI for ground-level ozone.,Integer index with range of 0-500,ppm,https://en.wikipedia.org/wiki/Air_quality_index#United_States,https://en.wikipedia.org/wiki/Air_quality_index#United_States,
